location,latitude,longitude,zone,property_type,bhk,total_sqft,price_per_sqft,price_2021,price_2022,price_2023,price_2024,price_2025,annual_growth_rate_pct,metro_access,distance_to_it_hub_km,kiii,distance_to_airport_km
Hoodi,12.9795,77.718,East,Apartment,2,1050,11050,7161,7782,8747,9831,11050,11.51,Yes,4.1,13.1,35.9
Richmond Town,12.9586,77.6017,Central,Apartment,3,1330,15250,11928,12500,13357,14272,15250,5.97,Yes,10.4,3.1,33.4
Banashankari,12.9271,77.5519,South,Builder Floor,2,1350,8250,6453,6763,7226,7721,8250,6.82,Yes,9.8,4.9,36.1
KR Puram,13.011,77.6987,East,Builder Floor,2,1350,10000,5257,5952,7076,8412,10000,19.77,Yes,6.6,7.2,34
Yelahanka,13.096,77.5956,North,Apartment,2,1340,9750,5577,6210,7218,8389,9750,18.53,No,24,4.8,11.1
Frazer Town,12.9759,77.6116,Central,Apartment,3,1490,11400,9491,9828,10326,10850,11400,5.25,No,9.6,3.6,33
Frazer Town,12.982,77.6119,Central,Apartment,3,1790,11200,9323,9654,10144,10659,11200,4.94,No,9.7,4,33.8
Nagarbhavi,12.9624,77.5036,West,Apartment,2,1050,6100,4973,5170,5463,5773,6100,5.03,No,18.7,7.4,38.6
Banashankari,12.9319,77.55,South,Builder Floor,3,1510,9100,7118,7459,7970,8516,9100,6.92,Yes,11.1,4.7,35
Devanahalli,13.2483,77.7101,North,Apartment,2,1080,9500,5107,5757,6803,8039,9500,16.93,No,29.8,8.4,7.4
Manyata Tech Park,13.0497,77.6186,North,Apartment,3,1800,12400,8178,8857,9908,11084,12400,12.16,No,0.5,7.9,19.9
HSR Layout,12.9129,77.641,South,Apartment,1,630,14100,8195,9097,10528,12184,14100,16.15,No,6.2,7.2,40.9
Malleshwaram,13.003,77.5752,North,Apartment,2,1200,13650,12413,12639,12967,13304,13650,2.98,Yes,13.9,3.7,29
Hoodi,12.9793,77.7194,East,Apartment,2,1270,10550,6837,7430,8351,9386,10550,12.45,Yes,3.9,12.3,41.4
Thanisandra,13.0579,77.6244,North,Builder Floor,2,860,9000,5683,6208,7026,7952,9000,13.35,No,12.3,7.3,21.4
ITPL,12.9867,77.7275,East,Apartment,3,1740,10950,6973,7604,8587,9697,10950,14.83,No,1.4,14.1,40
Rajarajeshwari Nagar,12.9247,77.5036,West,Villa,3,1920,7100,5389,5680,6119,6591,7100,7.92,Yes,13.5,7.9,46.1
Hebbal,13.0372,77.596,North,Apartment,3,2000,15050,10104,10906,12142,13518,15050,10.1,No,10.2,7.9,17.6
Jayanagar,12.9257,77.5969,South,Apartment,2,1170,15800,11104,11879,13064,14367,15800,8.93,Yes,8.9,3.8,37.2
ITPL,12.9848,77.7283,East,Builder Floor,4,2640,10900,6941,7569,8547,9652,10900,12.11,No,1.6,12.3,40.8
Whitefield,12.9741,77.7548,East,Apartment,2,1180,13750,5965,7015,8779,10987,13750,22.83,Yes,2.1,15.6,44.9
Devanahalli,13.2469,77.7121,North,Apartment,1,510,9450,5082,5728,6768,7997,9450,16.98,No,32,8.5,7.6
Thanisandra,13.0603,77.6286,North,Apartment,2,1030,10000,6314,6897,7806,8835,10000,12.59,No,11.7,6.9,18.6
Hoodi,12.9834,77.7188,East,Builder Floor,2,990,10550,6837,7430,8351,9386,10550,12.06,Yes,4.3,12.4,37.1
HSR Layout,12.9155,77.6413,South,Apartment,3,1680,13200,7671,8516,9856,11406,13200,14.39,No,5.1,7.6,41.2
Bellandur,12.9234,77.6775,East,Apartment,2,920,12300,7324,8092,9304,10698,12300,15.16,No,4.1,11.4,42.1
Sarjapur Road,12.897,77.6884,East,Apartment,4,2290,12050,7294,8033,9196,10527,12050,12.48,No,4.3,12.8,39.8
HSR Layout,12.9078,77.6388,South,Apartment,3,1710,14650,8514,9451,10938,12659,14650,15.52,No,5.9,8.5,47
Electronic City,12.8471,77.6645,South,Apartment,1,580,7050,4376,4796,5453,6200,7050,13.82,No,0.9,17.2,55.9
RT Nagar,13.0175,77.5851,North,Apartment,2,1070,7950,6690,6913,7243,7588,7950,5.36,No,13.1,5.9,27.1
Bellandur,12.9294,77.6802,East,Apartment,2,1250,13350,7950,8783,10098,11611,13350,15.48,No,3.8,11.3,47.1
Frazer Town,12.9754,77.6147,Central,Apartment,3,1600,11250,9366,9698,10190,10707,11250,5.07,No,9.9,4,37.8
JP Nagar,12.9105,77.5826,South,Builder Floor,1,510,9100,6579,7000,7640,8338,9100,10.09,Yes,9.1,7,42.6
Bannerghatta Road,12.8798,77.5977,South,Villa,2,1050,9750,6103,6677,7575,8594,9750,12.38,No,8.6,7.1,43.5
Frazer Town,12.9759,77.617,Central,Apartment,3,1890,12500,10407,10776,11323,11897,12500,5.42,No,10.5,3.7,38.6
Marathahalli,12.9561,77.7046,East,Apartment,1,470,9100,5746,6276,7103,8040,9100,14.8,No,2.9,9.4,36.9
Kengeri,12.9122,77.4825,West,Builder Floor,2,1130,6050,4732,4959,5299,5662,6050,7.29,Yes,21.1,9.1,39.5
ITPL,12.9809,77.7235,East,Apartment,2,1030,10350,6591,7187,8116,9165,10350,13.08,No,1.5,13,42
MG Road,12.9794,77.6016,Central,Apartment,4,2250,15300,12472,12967,13702,14479,15300,6.01,Yes,12.4,3,37.4
Hebbal,13.0383,77.6014,North,Villa,4,2850,17000,11414,12319,13715,15269,17000,11.65,No,10.5,8.4,18.5
Manyata Tech Park,13.0504,77.6186,North,Builder Floor,2,860,11900,7847,8499,9508,10637,11900,13.64,No,0.5,6.5,20.7
HSR Layout,12.9105,77.6416,South,Apartment,3,2160,14950,8688,9645,11162,12918,14950,16.46,No,6.2,8.4,41.4
Bellandur,12.9292,77.678,East,Apartment,3,1830,12300,7324,8092,9304,10698,12300,15.66,No,3.5,10.2,45.2
Kengeri,12.9132,77.4855,West,Builder Floor,1,550,6150,4811,5042,5387,5756,6150,6.26,Yes,20.3,8.8,42.5
Frazer Town,12.9804,77.6175,Central,Apartment,4,2520,11250,9366,9698,10190,10707,11250,4.85,No,11.3,4,34
Rajarajeshwari Nagar,12.9231,77.5049,West,Builder Floor,1,490,7750,5881,6199,6678,7194,7750,7.5,Yes,14.2,7.9,45.8
Nagarbhavi,12.9656,77.5001,West,Villa,2,970,6100,4973,5170,5463,5773,6100,5.95,No,18.5,6.9,39.6
Manyata Tech Park,13.0502,77.625,North,Villa,2,880,11600,7650,8286,9269,10369,11600,13.51,No,0.5,7.1,18.3
ITPL,12.9867,77.7228,East,Builder Floor,3,1680,10300,6560,7153,8077,9121,10300,12.76,No,1.4,13.6,37.8
Sarjapur Road,12.8994,77.6818,East,Apartment,3,1460,12750,7718,8500,9730,11138,12750,13.59,No,4.8,12.5,48.3
Gottigere,12.8684,77.5977,South,Apartment,2,990,6300,4643,4922,5344,5802,6300,8.68,No,9.8,9.8,44.3
Hoodi,12.9794,77.7147,East,Apartment,2,1220,9750,6318,6866,7717,8674,9750,10.66,Yes,3.9,12.4,34.3
Whitefield,12.9679,77.752,East,Apartment,3,1790,14850,6443,7577,9482,11866,14850,27.77,Yes,2.1,13.4,45.3
Marathahalli,12.9579,77.699,East,Apartment,2,1260,8800,5556,6069,6869,7775,8800,11.38,No,3,10.8,42
Nagarbhavi,12.9629,77.4992,West,Apartment,3,1500,6550,5338,5550,5865,6198,6550,5.98,No,16.7,6.8,39.2
Electronic City,12.8468,77.6555,South,Apartment,1,600,7600,4717,5170,5878,6684,7600,13.81,No,0.8,17.2,56
Bellandur,12.9228,77.6744,East,Apartment,3,1320,12300,7324,8092,9304,10698,12300,14.56,No,3.9,10.7,47.8
Marathahalli,12.9563,77.7056,East,Apartment,2,1310,9200,5808,6344,7181,8128,9200,14.97,No,2.9,10.9,41.3
Hulimavu,12.8926,77.6136,South,Builder Floor,1,500,7300,5278,5616,6129,6689,7300,8.72,No,6.8,8.3,44.8
JP Nagar,12.9085,77.5882,South,Builder Floor,2,1280,9000,6506,6922,7555,8246,9000,8.64,Yes,8.7,6.3,37.1
RT Nagar,13.0151,77.5895,North,Apartment,3,1790,7750,6521,6739,7060,7397,7750,4.86,No,14,5.8,25
Hebbal,13.0389,77.5943,North,Villa,2,1220,15100,10138,10942,12182,13563,15100,12.75,No,9.2,8.2,19.4
Hebbal,13.0381,77.5943,North,Apartment,1,570,14800,9937,10725,11940,13293,14800,12.93,No,10.5,8.3,17.3
HSR Layout,12.9124,77.6435,South,Builder Floor,3,1870,14350,8341,9259,10715,12400,14350,17.8,No,5.4,8.6,40.6
Anjanapura,12.8583,77.5684,South,Apartment,2,940,5800,4446,4677,5025,5399,5800,8.41,No,12.1,9.7,46.5
MG Road,12.9786,77.6059,Central,Apartment,2,1090,14800,12064,12543,13254,14006,14800,6.2,Yes,11.2,3.1,38.5
RT Nagar,13.0247,77.5928,North,Apartment,2,1100,7350,6185,6391,6696,7015,7350,4.57,No,11.9,5.3,25.1
Koramangala,12.9333,77.627,South,Apartment,3,1500,22450,14054,15377,17444,19789,22450,12.1,No,5,5.3,40.8
Manyata Tech Park,13.0462,77.6183,North,Apartment,4,3060,11650,7683,8321,9309,10414,11650,10.19,No,0.5,6.9,19.8
Devanahalli,13.2434,77.7129,North,Apartment,3,2050,9550,5135,5788,6839,8082,9550,18.04,No,29,8.1,7.7
Kanakapura Road,12.8674,77.5807,South,Apartment,3,1720,9000,6210,6667,7368,8143,9000,9.63,Yes,8.2,8.2,46.1
Devanahalli,13.2446,77.7159,North,Builder Floor,2,930,8550,4598,5183,6124,7236,8550,17.12,No,31.7,7.6,7.3
KR Puram,13.0123,77.6977,East,Apartment,2,900,9300,4890,5536,6581,7823,9300,17.52,Yes,6.3,7.2,37.7
Whitefield,12.9654,77.7546,East,Builder Floor,3,1650,13450,5835,6862,8588,10747,13450,21.91,Yes,1.9,14.1,42.6
Manyata Tech Park,13.0494,77.6261,North,Apartment,3,1890,12500,8243,8928,9988,11174,12500,11.35,No,0.5,7.7,18
Gottigere,12.8711,77.5948,South,Apartment,1,470,6900,5086,5391,5853,6355,6900,8.95,No,9.1,9.8,42.1
Hennur,13.0374,77.644,North,Apartment,2,860,7950,5338,5761,6414,7141,7950,9.98,No,11,8.1,22.2
Whitefield,12.9664,77.7476,East,Builder Floor,2,1220,14350,6226,7322,9163,11467,14350,25.27,Yes,1.9,13.2,41.9
Frazer Town,12.9745,77.6168,Central,Apartment,3,2140,12850,10698,11078,11640,12230,12850,5.29,No,10.7,4,36.8
Sarjapur Road,12.8965,77.6863,East,Apartment,3,1310,11150,6749,7433,8509,9740,11150,14.53,No,4.6,11.5,43.5
Rajarajeshwari Nagar,12.9203,77.5104,West,Apartment,1,630,8000,6073,6401,6895,7427,8000,6.72,Yes,13.9,8.6,42.3
Yelahanka,13.1005,77.5918,North,Apartment,2,1190,9700,5549,6179,7181,8346,9700,18.3,No,22.5,5.6,11.5
Bellandur,12.9277,77.6751,East,Apartment,3,1710,13300,7920,8750,10060,11567,13300,12.78,No,3.5,10.8,42.9
Thanisandra,13.0574,77.6279,North,Apartment,2,1300,9600,6062,6621,7494,8482,9600,13.62,No,11.8,6.4,22
Devanahalli,13.2499,77.7143,North,Apartment,2,1210,8950,4813,5425,6410,7574,8950,20.18,No,30.4,7.3,7.5
Kanakapura Road,12.8666,77.5813,South,Builder Floor,2,1320,7950,5484,5888,6508,7193,7950,10.8,Yes,8.1,8.3,49.4
Sarjapur Road,12.9033,77.688,East,Apartment,4,2470,11400,6901,7600,8700,9959,11400,13.5,No,4.3,12.6,48
Frazer Town,12.9826,77.6119,Central,Apartment,2,1240,12400,10323,10689,11231,11801,12400,5.48,No,10.2,3.7,36.3
Hulimavu,12.8963,77.6086,South,Builder Floor,3,1380,7700,5567,5923,6464,7055,7700,8.13,No,8.2,8.5,40.7
HSR Layout,12.9107,77.6354,South,Apartment,3,1690,13500,7846,8710,10080,11665,13500,15.34,No,6.1,8,47
ITPL,12.9854,77.7302,East,Apartment,2,850,10600,6751,7362,8313,9387,10600,11.96,No,1.5,14.7,42.6
HSR Layout,12.9097,77.638,South,Builder Floor,1,690,14350,8341,9259,10715,12400,14350,15.47,No,6.1,7.2,43.6
ITPL,12.9877,77.7267,East,Builder Floor,3,2070,11000,7005,7639,8626,9741,11000,11.58,No,1.5,14.6,39.1
Rajajinagar,12.9899,77.5513,West,Apartment,2,1140,13450,10738,11209,11911,12657,13450,5.34,Yes,12.7,3.6,31.7
Richmond Town,12.9586,77.6054,Central,Apartment,2,1110,15050,11772,12337,13182,14085,15050,5.99,Yes,12.1,2.7,32.1
Devanahalli,13.2446,77.7166,North,Builder Floor,3,1910,8750,4706,5304,6267,7405,8750,16.98,No,32,7.3,7.6
Banashankari,12.9317,77.5561,South,Apartment,3,1860,7950,6218,6516,6963,7440,7950,7.77,Yes,9.7,5.2,34.4
MG Road,12.9746,77.601,Central,Apartment,4,2250,15000,12227,12712,13433,14195,15000,6.25,Yes,11.4,3.3,32.2
Kanakapura Road,12.8674,77.5883,South,Builder Floor,2,1310,9000,6210,6667,7368,8143,9000,9.82,Yes,8,8.1,48.7
Electronic City,12.8488,77.6579,South,Villa,3,1710,6900,4283,4694,5337,6068,6900,12,No,0.8,17.1,57.9
Richmond Town,12.9624,77.6016,Central,Apartment,4,3150,15150,11850,12418,13269,14178,15150,6.43,Yes,10.5,2.9,37.5
Devanahalli,13.2446,77.7119,North,Apartment,1,600,9000,4839,5454,6445,7616,9000,17.99,No,30.1,8,8.1
Marathahalli,12.9559,77.7009,East,Apartment,1,550,9750,6156,6724,7611,8614,9750,14.53,No,3.1,9.9,38.5
Gottigere,12.8696,77.5997,South,Apartment,1,480,6350,4680,4961,5386,5848,6350,9.39,No,9,9.6,42.7
Marathahalli,12.9563,77.7046,East,Apartment,2,1260,8750,5524,6034,6830,7731,8750,14.1,No,3.3,10.5,37.4
ITPL,12.9813,77.7303,East,Apartment,2,1100,10600,6751,7362,8313,9387,10600,14.8,No,1.4,14.1,36.7
Manyata Tech Park,13.0431,77.6254,North,Apartment,2,1160,11050,7288,7893,8830,9878,11050,10.11,No,0.5,6.9,17.3
Banashankari,12.9344,77.5521,South,Builder Floor,3,2040,8600,6726,7049,7532,8048,8600,5.89,Yes,10.3,4.5,36
Manyata Tech Park,13.0467,77.6177,North,Apartment,3,1580,12400,8178,8857,9908,11084,12400,13.32,No,0.5,6.5,19.7
Manyata Tech Park,13.0457,77.6249,North,Builder Floor,2,1060,12600,8310,9000,10068,11263,12600,11.68,No,0.5,7.6,19.2
Yelahanka,13.1011,77.5956,North,Apartment,3,1350,10450,5977,6656,7736,8991,10450,14.28,No,22.6,5.2,12.8
Rajajinagar,12.9948,77.5533,West,Apartment,1,700,13400,10697,11166,11866,12610,13400,6.23,Yes,12.4,3.8,28
Manyata Tech Park,13.0407,77.6168,North,Apartment,2,980,12500,8243,8928,9988,11174,12500,12.91,No,0.5,6.8,20.7
ITPL,12.9867,77.7319,East,Apartment,3,1880,11750,7482,8159,9214,10405,11750,14.58,No,1.5,13.2,41.1
Malleshwaram,13.0047,77.5663,North,Villa,2,1300,14150,12869,13103,13443,13792,14150,2.86,Yes,14.8,3.2,26.3
ITPL,12.9853,77.7315,East,Villa,3,1680,10400,6624,7223,8156,9210,10400,14.62,No,1.6,13.2,38.7
Thanisandra,13.0604,77.6322,North,Apartment,3,1360,9250,5840,6379,7220,8172,9250,12.6,No,11.1,7.6,19.6
Rajajinagar,12.9865,77.55,West,Builder Floor,3,2180,13000,10378,10833,11512,12233,13000,5.54,Yes,12.6,3.6,28.9
Hulimavu,12.8982,77.6172,South,Villa,1,630,6800,4916,5231,5709,6231,6800,8.97,No,7.2,7.3,44
Bellandur,12.9231,77.6831,East,Apartment,4,2020,13350,7950,8783,10098,11611,13350,14.56,No,3.8,11.3,45.1
Gottigere,12.8728,77.6011,South,Villa,3,1990,6450,4755,5040,5472,5941,6450,9.13,No,10.8,8.9,47.9
Anjanapura,12.8583,77.5736,South,Builder Floor,1,470,6500,4982,5241,5631,6050,6500,8.43,No,12.7,9.9,51.4
Indiranagar,12.9785,77.6395,East,Villa,2,1270,20550,13796,14891,16579,18458,20550,9.66,Yes,7.4,4.1,38.5
Hennur,13.0344,77.6349,North,Apartment,2,1250,8000,5371,5797,6454,7186,8000,10.52,No,10.6,8.2,21.5
Bannerghatta Road,12.8821,77.5955,South,Apartment,4,2220,10200,6385,6986,7925,8991,10200,12.99,No,8,6.3,46.9
Rajarajeshwari Nagar,12.9233,77.5086,West,Apartment,3,1980,7400,5617,5921,6378,6870,7400,6.78,Yes,15.9,8,40.6
Rajajinagar,12.9931,77.5539,West,Builder Floor,2,1020,14450,11535,12041,12796,13598,14450,6.24,Yes,13.3,4.2,30
HSR Layout,12.9132,77.6417,South,Builder Floor,3,1740,12900,7497,8323,9632,11147,12900,14.2,No,5.3,7.7,45.8
JP Nagar,12.9047,77.5883,South,Apartment,3,1590,10250,7411,7885,8606,9392,10250,9.54,Yes,9.7,6.4,41.3
Frazer Town,12.9771,77.6165,Central,Apartment,2,970,12800,10656,11034,11594,12182,12800,4.71,No,10.2,3.7,37.8
Kanakapura Road,12.8592,77.5884,South,Apartment,2,1090,7850,5416,5815,6427,7103,7850,10.88,Yes,8,8,41.1
RT Nagar,13.0208,77.5915,North,Apartment,2,860,7550,6353,6565,6878,7206,7550,5.3,No,12.8,5.5,26.5
Malleshwaram,13.0054,77.5681,North,Apartment,2,1210,12650,11505,11714,12018,12330,12650,2.55,Yes,15.2,3.8,26.2
Gottigere,12.8709,77.5977,South,Apartment,1,640,7100,5232,5546,6022,6539,7100,7.6,No,11,9.4,43.9
Hennur,13.0391,77.6347,North,Apartment,2,1030,8550,5741,6196,6898,7680,8550,10.46,No,11.8,7.3,19.9
Rajarajeshwari Nagar,12.926,77.5083,West,Apartment,1,580,7050,5351,5640,6076,6545,7050,7.15,Yes,14.4,7.8,46
Kengeri,12.9122,77.4819,West,Apartment,2,1220,5550,4341,4549,4861,5194,5550,7.6,Yes,21.5,9,42.9
ITPL,12.9841,77.7279,East,Apartment,2,1320,10350,6591,7187,8116,9165,10350,14.2,No,1.6,13.2,40.1
Richmond Town,12.963,77.5992,Central,Apartment,2,1030,13550,10599,11107,11868,12681,13550,6.58,Yes,10.4,2.8,33.8
JP Nagar,12.9117,77.5808,South,Builder Floor,3,1480,10150,7338,7807,8521,9300,10150,8.67,Yes,8.3,6,38.7
Varthur,12.9462,77.7493,East,Apartment,2,1120,7850,5177,5607,6273,7017,7850,11.96,No,3.8,12.4,42.8
Bellandur,12.9284,77.676,East,Apartment,1,550,13350,7950,8783,10098,11611,13350,12.84,No,3.5,11.4,42.4
Bannerghatta Road,12.8816,77.5928,South,Villa,1,460,10200,6385,6986,7925,8991,10200,14.47,No,8,6.4,41.4
Rajajinagar,12.995,77.5545,West,Villa,2,1170,14550,11616,12125,12885,13692,14550,6.04,Yes,13.7,4.1,31
Kanakapura Road,12.8659,77.589,South,Apartment,2,900,8900,6140,6592,7286,8053,8900,10.06,Yes,7.8,8.2,48.1
Jayanagar,12.9221,77.5971,South,Apartment,4,3100,14400,10121,10827,11907,13094,14400,10.98,Yes,9.7,3.6,39.5
Varthur,12.9443,77.7477,East,Apartment,1,500,7250,4781,5178,5793,6481,7250,11.27,No,3.5,12,39.1
Frazer Town,12.9744,77.6183,Central,Apartment,2,1110,11550,9615,9956,10461,10992,11550,4.48,No,11.3,3.6,33.1
Marathahalli,12.9631,77.6996,East,Apartment,3,2000,9450,5966,6517,7376,8349,9450,13.68,No,3.2,10.9,37.7
Gottigere,12.8701,77.597,South,Apartment,2,980,6950,5122,5429,5895,6401,6950,9.4,No,9,8.7,44.9
JP Nagar,12.9079,77.5826,South,Apartment,3,1820,9400,6796,7231,7892,8613,9400,8.87,Yes,9.3,6.6,38.1
Rajarajeshwari Nagar,12.9217,77.5112,West,Villa,1,620,7650,5806,6120,6593,7102,7650,8.72,Yes,14.1,8.1,39
Sarjapur Road,12.9057,77.6845,East,Apartment,3,1740,11150,6749,7433,8509,9740,11150,15.78,No,4.7,11.4,40.9
Frazer Town,12.9733,77.6168,Central,Apartment,1,690,12750,10615,10992,11549,12135,12750,5.47,No,9.7,4,37.6
Frazer Town,12.9795,77.6144,Central,Apartment,3,1790,12700,10574,10949,11504,12087,12700,5.18,No,11.4,4.1,38.2
Sarjapur Road,12.8992,77.6844,East,Apartment,2,1260,11700,7083,7800,8929,10221,11700,13.25,No,4.3,11,41.1
Hebbal,13.0352,77.6016,North,Villa,4,3140,16750,11245,12137,13513,15045,16750,13.02,No,10.6,7.6,19.6
Rajarajeshwari Nagar,12.9258,77.5032,West,Apartment,3,1900,7250,5503,5800,6248,6730,7250,6.65,Yes,14.2,8,42.6
MG Road,12.9745,77.6051,Central,Apartment,3,1440,15500,12634,13136,13881,14668,15500,5.26,Yes,11.2,3,32.5
Indiranagar,12.9755,77.6366,East,Apartment,4,2340,19100,12824,13841,15410,17156,19100,9.96,Yes,7.2,4.4,37.8
Frazer Town,12.9813,77.6106,Central,Villa,3,2140,12950,10781,11164,11730,12325,12950,4.75,No,11.1,4.1,37.8
Koramangala,12.9317,77.6276,South,Apartment,3,1350,21900,13710,15000,17017,19305,21900,14.2,No,5.4,4.7,34.4
Marathahalli,12.9547,77.7037,East,Apartment,3,2090,9300,5872,6414,7260,8217,9300,14.69,No,3.1,9.4,37.5
Nagarbhavi,12.9654,77.5066,West,Apartment,1,480,5900,4808,4999,5283,5583,5900,6.22,No,16.3,7.3,39.2
Thanisandra,13.0563,77.632,North,Builder Floor,2,940,9100,5746,6276,7103,8040,9100,13.4,No,12,6.9,18.3
Gottigere,12.8703,77.597,South,Villa,3,1580,6650,4901,5195,5641,6125,6650,9.2,No,10.3,9.8,47
Rajarajeshwari Nagar,12.9269,77.5104,West,Builder Floor,1,660,8050,6110,6440,6937,7473,8050,7.23,Yes,15.3,9.1,41.7
Nagarbhavi,12.9586,77.503,West,Apartment,3,2120,5750,4687,4873,5149,5441,5750,6.33,No,17.9,7.2,40.9
KR Puram,13.0045,77.6972,East,Builder Floor,2,1000,9200,4837,5476,6510,7739,9200,16.73,Yes,6.7,7.2,33.8
Nagarbhavi,12.9626,77.4977,West,Apartment,2,1090,6150,5013,5212,5508,5820,6150,5.12,No,18.4,7.6,44.9
Whitefield,12.9734,77.7514,East,Apartment,2,970,13700,5943,6989,8747,10947,13700,27.04,Yes,1.8,14.5,38.2
Rajarajeshwari Nagar,12.927,77.5036,West,Builder Floor,3,1370,7350,5578,5880,6334,6823,7350,8.81,Yes,16.3,7.7,41.8
HSR Layout,12.9136,77.6349,South,Apartment,1,700,14150,8224,9129,10565,12227,14150,17.19,No,6.3,8.2,42.8
Anjanapura,12.8589,77.5715,South,Apartment,3,1390,6050,4637,4878,5241,5631,6050,7.13,No,12.3,10.7,45.2
Electronic City,12.8415,77.6595,South,Villa,3,1800,7500,4655,5102,5801,6596,7500,12.69,No,0.8,19.7,50.5
Varthur,12.9427,77.7441,East,Builder Floor,3,1350,7200,4748,5143,5753,6436,7200,10.78,No,3.7,12,39.2
Hennur,13.0441,77.6424,North,Apartment,1,680,8250,5539,5978,6656,7410,8250,11.11,No,10.8,8.1,20.7
JP Nagar,12.9053,77.5808,South,Builder Floor,2,880,9500,6868,7307,7975,8704,9500,10.33,Yes,9.1,7.1,42.9
Anjanapura,12.8567,77.5688,South,Apartment,1,470,6200,4753,5000,5372,5771,6200,8.11,No,12.8,9.3,43.8
Hennur,13.0417,77.6409,North,Apartment,2,1080,9000,6043,6522,7261,8084,9000,12.22,No,12.4,7.5,21.2
Thanisandra,13.0656,77.6261,North,Builder Floor,3,2030,9150,5777,6310,7142,8084,9150,14.92,No,13,7.3,18.6
Manyata Tech Park,13.0447,77.6236,North,Villa,3,1540,12500,8243,8928,9988,11174,12500,12.4,No,0.5,6.9,17.3
Bellandur,12.9247,77.6808,East,Apartment,3,1930,12450,7413,8190,9417,10828,12450,14.15,No,3.6,12,44.7
Richmond Town,12.9637,77.6051,Central,Villa,3,1970,15500,12123,12705,13576,14506,15500,6.89,Yes,12.3,2.9,33.5
KR Puram,13.0027,77.7003,East,Builder Floor,1,520,9250,4863,5506,6545,7781,9250,18.84,Yes,6.3,7.3,33.5
Electronic City,12.8477,77.6646,South,Apartment,2,1130,7500,4655,5102,5801,6596,7500,14.82,No,0.8,18.4,53.6
Richmond Town,12.9581,77.5979,Central,Apartment,3,1980,14050,10990,11517,12306,13149,14050,6.39,Yes,11.6,3,35.5
Anjanapura,12.859,77.5714,South,Apartment,1,520,6700,5136,5403,5805,6236,6700,7.18,No,11.2,10,52
Hoodi,12.9823,77.7121,East,Villa,3,1400,10900,7063,7676,8628,9698,10900,10.8,Yes,4.3,11.2,40.8
Kengeri,12.9125,77.4848,West,Builder Floor,1,550,5450,4263,4467,4773,5100,5450,6.84,Yes,18.1,9.3,42
ITPL,12.9814,77.7295,East,Builder Floor,3,1370,11700,7451,8125,9175,10361,11700,13.29,No,1.6,14.7,42.6
Electronic City,12.8451,77.6622,South,Apartment,3,2080,6950,4313,4727,5375,6112,6950,12.92,No,0.7,19.3,57
MG Road,12.9799,77.6055,Central,Apartment,2,900,15450,12593,13093,13836,14621,15450,5.57,Yes,12.4,3.1,38.5
Thanisandra,13.0631,77.6254,North,Apartment,3,1360,9250,5840,6379,7220,8172,9250,11.58,No,11.8,7.1,19.7
Manyata Tech Park,13.0423,77.6261,North,Builder Floor,3,1870,12400,8178,8857,9908,11084,12400,12.8,No,0.5,6.9,17.6
Manyata Tech Park,13.046,77.618,North,Apartment,3,1470,11200,7386,8000,8950,10012,11200,13.15,No,0.5,6.7,19.1
ITPL,12.9843,77.7309,East,Apartment,3,1570,11250,7164,7812,8822,9962,11250,14.17,No,1.4,14.1,39.4
Whitefield,12.9744,77.7451,East,Builder Floor,2,850,13250,5748,6760,8460,10588,13250,24.07,Yes,2.1,13.6,45.4
Devanahalli,13.2514,77.7178,North,Apartment,2,1050,9550,5135,5788,6839,8082,9550,18.42,No,29.1,8.7,7.7
RT Nagar,13.0249,77.5852,North,Builder Floor,2,1300,8050,6774,7000,7334,7684,8050,4.53,No,11.8,5.7,22.8
Kengeri,12.9105,77.4833,West,Apartment,2,1080,5450,4263,4467,4773,5100,5450,6.78,Yes,18.6,9.9,45.7
Frazer Town,12.9764,77.6126,Central,Apartment,3,1700,11900,9907,10259,10779,11326,11900,4.98,No,10.2,3.4,35
Jayanagar,12.9218,77.5954,South,Villa,3,1920,16500,11596,12406,13643,15004,16500,10.93,Yes,10.2,3.5,41
MG Road,12.9708,77.6016,Central,Villa,2,990,15550,12675,13178,13925,14715,15550,4.99,Yes,10.9,2.9,38.2
Jayanagar,12.9277,77.5932,South,Builder Floor,3,1350,14300,10050,10752,11824,13003,14300,8.74,Yes,8.7,4.1,35.5
Yelahanka,13.0995,77.5998,North,Apartment,1,600,10750,6149,6847,7958,9249,10750,16.51,No,23.1,5.7,11.7
HSR Layout,12.9145,77.6387,South,Apartment,1,570,14600,8485,9419,10901,12616,14600,16.64,No,5.1,8.5,44.6
Koramangala,12.9389,77.6289,South,Apartment,2,1230,20550,12865,14076,15968,18115,20550,13.08,No,4.6,4.7,41.1
Bellandur,12.9233,77.6781,East,Apartment,2,1190,12500,7444,8224,9456,10872,12500,15.14,No,4.1,10.7,41
Frazer Town,12.9803,77.6131,Central,Apartment,2,1250,12650,10531,10905,11458,12039,12650,5.14,No,10.8,3.8,36.4
Bannerghatta Road,12.8814,77.5946,South,Villa,2,1260,10000,6260,6849,7770,8815,10000,14.75,No,8.6,6.6,41.7
Sarjapur Road,12.9042,77.6897,East,Apartment,3,2150,11050,6689,7367,8433,9653,11050,15.93,No,4.5,13,48.4
Hoodi,12.9858,77.718,East,Apartment,1,530,10900,7063,7676,8628,9698,10900,14.14,Yes,3.9,12.8,37.7
